Attention_leakyrelu_3_weak_10K_mem
RNN / Embed / Sent / Query / Hidden = <class 'keras.layers.recurrent.SimpleRNN'>, 128, 128, 128, 128
10K - Max
0.93100 
0.64100 
0.53500 
1.00000 
0.94200 
0.95900 
0.93800 
0.95400 
0.97600 
0.94000 
0.96800 
0.97500 
0.97100 
0.99800 
1.00000 
0.45800 
0.96600 
0.99500 
0.73000 
1.00000 
