Attention_leakyrelu_3_weak_10K_mem
RNN / Embed / Sent / Query / Hidden = <class 'keras.layers.recurrent.SimpleRNN'>, 128, 128, 128, 128
10K - 5
1.00000 
0.99300 
0.95900 
1.00000 
0.99600 
1.00000 
0.98300 
0.99300 
1.00000 
0.99600 
0.99900 
1.00000 
1.00000 
0.97100 
1.00000 
0.46100 
0.97900 
0.99000 
0.47000 
0.99800 
