Attention_leakyrelu_3_weak_10K_mem
RNN / Embed / Sent / Query / Hidden = <class 'keras.layers.recurrent.SimpleRNN'>, 128, 128, 128, 128
10K-CNN
1.00000 
0.99100 
0.92200 
1.00000 
0.99800 
1.00000 
0.97000 
0.98900 
0.99900 
0.99800 
1.00000 
1.00000 
1.00000 
0.99800 
1.00000 
0.45700 
0.88900 
0.98900 
0.98400 
1.00000 
