Attention_leakyrelu_3_weak_1K_mem
RNN / Embed / Sent / Query / Hidden = <class 'keras.layers.recurrent.SimpleRNN'>, 128, 128, 128, 128
1K
1.00000 
0.96700 
0.83800 
0.99600 
0.99200 
1.00000 
0.94100 
0.97300 
1.00000 
0.98700 
0.98800 
1.00000 
0.99900 
0.99800 
0.42900 
0.45700 
0.73700 
0.97600 
0.11600 
1.00000 
