Attention_leakyrelu_3_weak_10K_mem
RNN / Embed / Sent / Query / Hidden = <class 'keras.layers.recurrent.SimpleRNN'>, 128, 128, 128, 128
10K - 3
0.99000 
0.79400 
0.66500 
0.99900 
0.99400 
0.98800 
0.97400 
0.96800 
0.99100 
0.99100 
0.99600 
1.00000 
1.00000 
0.68800 
0.92500 
0.48300 
0.87400 
0.99300 
0.54500 
1.00000 
