Attention_leakyrelu_3_weak_10K_mem
RNN / Embed / Sent / Query / Hidden = <class 'keras.layers.recurrent.SimpleRNN'>, 128, 128, 128, 128
Weak Supervision 10K Memory
1.00000 
0.99900 
0.97100 
1.00000 
0.99400 
1.00000 
0.98900 
0.99700 
1.00000 
1.00000 
0.99900 
1.00000 
1.00000 
0.99700 
1.00000 
0.48600 
0.99200 
0.99800 
0.97800 
1.00000 
