Attention_leakyrelu_3_weak_10K_mem
RNN / Embed / Sent / Query / Hidden = <class 'keras.layers.recurrent.SimpleRNN'>, 128, 128, 128, 128
Weak Supervision 10K Memory
1.00000 
0.99900 
0.96500 
1.00000 
0.99600 
1.00000 
0.99300 
0.99100 
1.00000 
1.00000 
0.99800 
1.00000 
0.99800 
0.99200 
0.99800 
0.46800 
0.97400 
0.99300 
0.99900 
1.00000 
