Attention_leakyrelu_3_weak_10K_mem
RNN / Embed / Sent / Query / Hidden = <class 'keras.layers.recurrent.SimpleRNN'>, 128, 128, 128, 128
Weak Supervision 10K Memory
1.00000 
0.99600 
0.96700 
1.00000 
0.99500 
1.00000 
0.99700 
0.98400 
1.00000 
1.00000 
0.99700 
1.00000 
1.00000 
1.00000 
1.00000 
0.45500 
0.99700 
0.99600 
0.95500 
1.00000 
