Attention_leakyrelu_3_weak_10K_mem
RNN / Embed / Sent / Query / Hidden = <class 'keras.layers.recurrent.SimpleRNN'>, 128, 128, 128, 128
Weak Supervision 10K Memory
1.00000 
0.99800 
0.97200 
1.00000 
0.99600 
1.00000 
0.99500 
0.99400 
1.00000 
0.99200 
0.99900 
0.99900 
1.00000 
0.99800 
1.00000 
0.46400 
0.93700 
0.99800 
0.99200 
1.00000 
