Attention_leakyrelu_3_weak_10K_mem
RNN / Embed / Sent / Query / Hidden = <class 'keras.layers.recurrent.SimpleRNN'>, 128, 128, 128, 128
Weak Supervision 10K Memory
1.00000 
0.99800 
0.97200 
1.00000 
0.99600 
1.00000 
0.99600 
0.99800 
1.00000 
1.00000 
0.99900 
1.00000 
1.00000 
1.00000 
1.00000 
0.44500 
0.96900 
0.99500 
0.98200 
0.99900 
