Attention_leakyrelu_3_weak_10K_mem
RNN / Embed / Sent / Query / Hidden = <class 'keras.layers.recurrent.SimpleRNN'>, 128, 128, 128, 128
Weak Supervision 10K Memory
1.00000 
0.99900 
0.98400 
1.00000 
0.99800 
1.00000 
0.99800 
0.99600 
1.00000 
1.00000 
1.00000 
1.00000 
1.00000 
1.00000 
1.00000 
0.47100 
0.97000 
0.99400 
0.99800 
1.00000 
