Attention_leakyrelu_3_weak_10K_mem
RNN / Embed / Sent / Query / Hidden = <class 'keras.layers.recurrent.SimpleRNN'>, 128, 128, 128, 128
Weak Supervision 10K Memory
1.00000 
0.99700 
0.96900 
1.00000 
0.99700 
1.00000 
0.99700 
0.99400 
1.00000 
1.00000 
1.00000 
0.99800 
1.00000 
1.00000 
1.00000 
0.46100 
0.96800 
0.99400 
0.98300 
1.00000 
