Attention_leakyrelu_3_weak_10K_mem
RNN / Embed / Sent / Query / Hidden = <class 'keras.layers.recurrent.SimpleRNN'>, 128, 128, 128, 128
Weak Supervision 10K Memory
0.99900 
0.99600 
0.96400 
1.00000 
0.99600 
1.00000 
0.99500 
0.99300 
1.00000 
0.99400 
0.99600 
1.00000 
1.00000 
1.00000 
0.99600 
0.44400 
0.96100 
0.99700 
0.96500 
1.00000 
